iter	MultiClass
434	0.01222808606
435	0.01221073179
436	0.01219674829
437	0.01215739352
438	0.01212856197
439	0.01208642653
440	0.01205001812
441	0.01202452655
442	0.01199998475
443	0.01198117995
444	0.01194709744
445	0.01193306382
446	0.01189450076
447	0.01186153945
448	0.01184038535
449	0.01178906456
450	0.01175443007
451	0.01169692826
452	0.01164463898
453	0.01160875003
454	0.01157818876
455	0.01154583345
456	0.01151859354
457	0.01150512443
458	0.01146051578
459	0.01143644243
460	0.01139081012
461	0.01134480677
462	0.01129935219
463	0.01127174822
464	0.01124306814
465	0.01121013605
466	0.01118323785
467	0.0111609902
468	0.01114403685
469	0.01112529534
470	0.01110039624
471	0.01107264819
472	0.01105247762
473	0.01103159535
474	0.01100456002
475	0.01096095882
476	0.01093879013
477	0.01091592063
478	0.01088989948
479	0.01085611388
480	0.010830735
481	0.01080478399
482	0.01079350079
483	0.01073317331
484	0.01070896241
485	0.0106917528
486	0.01065570451
487	0.01062945719
488	0.01059672345
489	0.0105704514
490	0.01053069842
491	0.01052192361
492	0.01049376243
493	0.01047075236
494	0.01044057863
495	0.01042005426
496	0.01038689471
497	0.01036485577
498	0.01033649277
499	0.01030140331
500	0.01028084367
501	0.01024837331
502	0.01023015572
503	0.01018491171
504	0.01015886776
505	0.01013008499
506	0.01010867628
507	0.01007458627
508	0.01006261468
509	0.01004526795
510	0.01003236583
511	0.01000857603
512	0.009965332422
513	0.009935902816
514	0.009915159078
515	0.00989154036
516	0.009864037912
517	0.009839956852
518	0.009823280187
519	0.009797338088
520	0.009771493036
521	0.00974861492
522	0.00971693902
523	0.009704840517
524	0.009669884897
525	0.009651123233
526	0.009628818878
527	0.009596505162
528	0.009576569131
529	0.009563851868
530	0.009540301347
531	0.009518675557
532	0.009497452857
533	0.009477150486
534	0.009454307683
535	0.009439666277
536	0.009412767521
537	0.009393015709
538	0.009375133815
539	0.009357432365
540	0.009329741407
541	0.009312678318
542	0.009287174571
543	0.009272065053
544	0.00925993941
545	0.009233185282
546	0.00921461239
547	0.009197379325
548	0.009178120104
549	0.009153534536
550	0.009138317156
551	0.009120556954
552	0.009099109368
553	0.009082313571
554	0.009066328222
555	0.009048312524
556	0.009018346784
557	0.008993775312
558	0.008975798272
559	0.008961204079
560	0.008938578408
561	0.00891435505
562	0.00889517811
563	0.008871657552
564	0.008845195801
565	0.008826019502
566	0.008797930888
567	0.008788134399
568	0.008765804896
569	0.008752746106
570	0.008731678032
571	0.008713143367
572	0.00870077991
573	0.008678219012
574	0.008662693298
575	0.00864457862
576	0.008626706672
577	0.008614702889
578	0.008584165997
579	0.008567255122
580	0.008538849302
581	0.008521310656
582	0.008498023713
583	0.0084756492
584	0.008460501618
585	0.008438955759
586	0.008425042289
587	0.008403569925
588	0.008381735699
589	0.008365014275
590	0.008342635975
591	0.008320969667
592	0.008304448949
593	0.0082909765
594	0.008272342564
595	0.008258483586
596	0.008240797882
597	0.008231429484
598	0.008210459226
599	0.008195180023
600	0.008173338952
601	0.008156819004
602	0.008141440083
603	0.008133586055
604	0.00811088573
605	0.008102049725
606	0.0080833823
607	0.008073721697
608	0.008048142217
609	0.008043244683
610	0.008027724043
611	0.008006294076
612	0.007993220185
613	0.00797504894
614	0.00795794249
615	0.007942930014
616	0.007924695303
617	0.007906198174
618	0.007900260363
619	0.007885245242
620	0.007872561602
621	0.007852206214
622	0.007840099055
623	0.007827436927
624	0.007817252393
625	0.007799760648
626	0.007792618183
627	0.007775298624
628	0.007760415598
629	0.007742604586
630	0.007735108444
631	0.007725357334
632	0.007711153645
633	0.00769711526
634	0.007678869384
635	0.00767279928
636	0.007652352084
637	0.007639979642
638	0.007626749882
639	0.00761558317
640	0.007596471926
641	0.007581462566
642	0.007570025179
643	0.007553517371
644	0.007541408639
645	0.007527182746
646	0.007511148499
647	0.007501078664
648	0.007488952502
649	0.007480834664
650	0.007464968655
651	0.007451047834
652	0.007439181176
653	0.007429095506
654	0.007412222649
655	0.007400325188
656	0.007390466251
657	0.007384586545
658	0.007359487083
659	0.007344352462
660	0.007331304677
661	0.007322945569
662	0.007306686891
663	0.007281068827
664	0.007262744417
665	0.007245315866
666	0.007230393081
667	0.007217415529
668	0.007206769408
669	0.007193388166
670	0.007175199975
671	0.007160726442
672	0.007144652413
673	0.007134359827
674	0.007126469337
675	0.007106085546
676	0.007090251414
677	0.007082761155
678	0.007070029166
679	0.007059331154
680	0.007041351336
681	0.007033964902
682	0.007025813869
683	0.00701105469
684	0.006995246421
685	0.006987850593
686	0.00698132761
687	0.00697080285
688	0.006961065815
689	0.006944098593
690	0.006925495974
691	0.006905267108
692	0.006893125529
693	0.006881956828
694	0.006866505257
695	0.006852024029
696	0.006843777838
697	0.006835354451
698	0.006824258694
699	0.006815555133
700	0.00680808757
701	0.006798958168
702	0.006784556926
703	0.006770481895
704	0.006754845625
705	0.006737721852
706	0.006731076783
707	0.006714850266
708	0.006704386448
709	0.006693349276
710	0.006677363116
711	0.006665533395
712	0.006653762691
713	0.006636722214
714	0.006623854635
715	0.006610544297
716	0.006600875076
717	0.006583650343
718	0.006561599514
719	0.006551559323
720	0.006534579745
721	0.00652037342
722	0.006505829108
723	0.006493165214
724	0.006480593166
725	0.006471941045
726	0.006462235489
727	0.006444756951
728	0.006432302404
729	0.006423398748
730	0.006411053025
731	0.006402729729
732	0.006387348688
733	0.00638181304
734	0.006373186494
735	0.006362014312
736	0.006354798033
737	0.006347032376
738	0.006336291857
739	0.006330387771
740	0.006321152753
741	0.00630478027
742	0.006300011059
743	0.006290986357
744	0.006279902337
745	0.006270538262
746	0.006261130697
747	0.006247233814
748	0.006227935251
749	0.006215834056
750	0.006205109318
751	0.006199789512
752	0.006192296712
753	0.006180671487
754	0.006168423475
755	0.006157448529
756	0.006149161854
757	0.006140095808
758	0.006128896682
759	0.006119405435
760	0.006114415854
761	0.006103518737
762	0.006092499183
763	0.006084926698
764	0.006071501051
765	0.006066747588
766	0.006062003103
767	0.006050059529
768	0.006043586097
769	0.006031545931
770	0.006015635699
771	0.00600050739
772	0.005991648838
773	0.0059842224
774	0.005977712467
775	0.005969013537
776	0.00595975566
777	0.00594632864
778	0.005938481335
779	0.005930083496
780	0.005921309537
781	0.005907192333
782	0.005898597037
783	0.005886284973
784	0.005877834884
785	0.00586720367
786	0.005858413302
787	0.005853794748
788	0.005845792072
789	0.005838996013
790	0.005826156612
791	0.005817067412
792	0.005808015657
793	0.00580095283
794	0.005795884168
795	0.005790541282
796	0.005781484511
797	0.00577541699
798	0.005766473289
799	0.005755821181
800	0.005748931256
801	0.005743787038
802	0.005732179229
803	0.005719706483
804	0.005714658971
805	0.005706304922
806	0.005699165333
807	0.0056937657
808	0.005686854244
809	0.005677503889
810	0.005665046712
811	0.005659588985
812	0.00565301036
813	0.005646777188
814	0.005640181263
815	0.005632044842
816	0.005622163483
817	0.005614435492
818	0.005607281737
819	0.005596686393
820	0.005587266408
821	0.005578484552
822	0.005566392515
823	0.005557907964
824	0.005548603689
825	0.005540673198
826	0.005532012912
827	0.005526893648
828	0.005513629308
829	0.005502806663
830	0.00548882694
831	0.00548395655
832	0.005476729607
833	0.005465586941
834	0.005453759761
835	0.005445514672
836	0.005434668382
837	0.00542686886
838	0.005419367126
839	0.005412403076
840	0.005403325457
841	0.005395661084
842	0.005391745406
843	0.005382122785
844	0.005375035689
845	0.005366568634
846	0.005358990209
847	0.005355494695
848	0.005348670241
849	0.005341541891
850	0.00533345139
851	0.005325849536
852	0.005316696969
853	0.005305484545
854	0.005300112339
855	0.005291943331
856	0.005281911721
857	0.00527119848
858	0.005261210246
859	0.005254801634
860	0.005249448457
861	0.005235575045
862	0.005226674666
863	0.005212515928
864	0.005197169069
865	0.005188023082
866	0.005178638986
867	0.005170396441
868	0.005167062874
869	0.00515935729
870	0.005154289877
871	0.00514510196
872	0.005140740927
873	0.005134540614
874	0.005125021874
875	0.00511701913
876	0.005108536872
877	0.005099390217
878	0.005095955992
879	0.005088483509
880	0.005083851892
881	0.005080945527
882	0.005067245518
883	0.005063140588
884	0.005058570976
885	0.005054827084
886	0.005052570557
887	0.005048933304
888	0.00504378895
889	0.005040495938
890	0.005033220732
891	0.005029929006
892	0.005014878943
893	0.005009509403
894	0.004999755166
895	0.004990294202
896	0.004984485737
897	0.004972721853
898	0.00496558886
899	0.004956104756
900	0.004948360864
901	0.00493849263
902	0.004929193213
903	0.004916798072
904	0.004911011649
905	0.004904728249
906	0.00490003071
907	0.004896531178
908	0.004889928286
909	0.004884902954
910	0.004877054597
911	0.004871289456
912	0.004869453131
913	0.004864692071
914	0.004860142201
915	0.00484932862
916	0.00484189657
917	0.004838509084
918	0.004833655874
919	0.004824110778
920	0.004815739916
921	0.004810391463
922	0.004802553622
923	0.004798011797
924	0.00478805332
925	0.004782180269
926	0.004771682429
927	0.004763889372
928	0.00475737863
929	0.00475098987
930	0.004745111095
931	0.00473907181
932	0.004734647705
933	0.004725999839
934	0.004719393139
935	0.004713783153
936	0.004710450034
937	0.004708026358
938	0.004704937372
939	0.004696660825
940	0.004685906746
941	0.004677150119
942	0.004674253043
943	0.004671165785
944	0.004662856899
945	0.004656068847
946	0.004648833702
947	0.004641903379
948	0.004634702508
949	0.004630281926
950	0.004624782364
951	0.004617667541
952	0.004609775373
953	0.004603150274
954	0.004596053206
955	0.004591306379
956	0.004586964806
957	0.004580017348
958	0.004576865178
959	0.004572766466
960	0.0045656153
961	0.00456295789
962	0.004558717535
963	0.004551368387
964	0.004547279238
965	0.00454360926
966	0.00453848118
967	0.00453506289
968	0.004528656116
969	0.004523265795
970	0.004517325287
971	0.004511990758
972	0.004502398943
973	0.004495068405
974	0.00449245136
975	0.004487512761
976	0.004485231069
977	0.004480557866
978	0.004473839974
979	0.004468528297
980	0.004460029353
981	0.004456620062
982	0.004450242745
983	0.004446017039
984	0.004439028797
985	0.004434401378
986	0.004427454105
987	0.004423158099
988	0.004413088494
989	0.004406003826
990	0.004401772504
991	0.004397943894
992	0.004393555845
993	0.004388183362
994	0.004382833302
995	0.004374025504
996	0.004366154155
997	0.004362167875
998	0.004356152178
999	0.004352207076
